Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,ID,Name,Stars,Title,Date,Description
529,0.038,0.888,0.074,0.7124,0.018242493,0.165800706,0.815956831,529,LovEvos,5,Great CPU - can't go wrong!,,"My previous build had an i7-9700K and after 5 years of abuse, I decided to upgrade in this new build to an i7-13700K and I'm not disappointed.  It's a great CPU and is handling everything I throw at it.  Stays cool even without a fancy AIO / liquid cooling setup.  During the process of installing the CPU on the socket, it fell into place perfectly, but when adjusting the motherboard arm to secure the CPU into the socket, it did feel I had to put a bit more force than I would have thought necessary, but it clicked into place and is running smoothly with no issues.  Highly recommended!=====Complete Parts List=====MSI MAG Z790 Tomahawk WiFi LGA 1700 ATX Motherboard -https://www.newegg.com/p/N82E16813144567?item=N82E16813144567Cable Matters 2-Pack 3 way 4 pin PWM Fan Splitter -https://www.amazon.com/dp/B07PXLHNZ6?psc=1&ref=ppx_yo2ov_dt_b_product_detailsArctic MX-4 Thermal Paste -https://www.amazon.com/dp/B0795DP124?psc=1&ref=ppx_yo2ov_dt_b_product_detailsCableMod C-Series Classic ModMesh Sleeved Cable Kit -https://www.amazon.com/dp/B07HMJ6GNJ?psc=1&ref=ppx_yo2ov_dt_b_product_details(2x) Corsair Vengeance DDR5 RAM 5600MHz CL36 -https://www.amazon.com/dp/B09WH64X5M?psc=1&ref=ppx_yo2ov_dt_b_product_detailsASUS Dual GeForce RTX 4070 White OC 12GB DDR6X -https://www.amazon.com/dp/B0C4BZZWJM?psc=1&ref=ppx_yo2ov_dt_b_product_detailsNZXT H9 Flow Dual-Chamber Mid-Tower -https://www.amazon.com/dp/B0BG1GQKKY?psc=1&ref=ppx_yo2ov_dt_b_product_details(2x) Corsair LL120 RGB Triple Pack -https://www.amazon.com/dp/B07LF1B1Y8?psc=1&ref=ppx_yo2ov_dt_b_product_detailsIntel i7-13700K 16core -https://www.amazon.com/dp/B0BCF57FL5?psc=1&ref=ppx_yo2ov_dt_b_product_detailsCorsair RM850x Full Modular ATX PSU -https://www.amazon.com/dp/B08R5JPTMZ?psc=1&ref=ppx_yo2ov_dt_b_product_detailsRocketek 9pin USB Header Splitter -https://www.amazon.com/dp/B085KVH16T?psc=1&ref=ppx_yo2ov_dt_b_product_detailsDeepCool AK400 CPU Cooler -https://www.amazon.com/dp/B09PCWK7SP?psc=1&ref=ppx_yo2ov_dt_b_product_detailsSamsung 970 Evo Plus 1TB NVMe M.2 SSD -https://www.amazon.com/dp/B07MFZY2F2?psc=1&ref=ppx_yo2ov_dt_b_product_details"
530,0,1,0,0,0.022784561,0.908737659,0.068477705,530,Victor Vazquez,5,Excelente para gaming y trabajo!,,"Va de maravilla con una Motherboard Arous Z790 Elite AX, las temperaturas van entre los 50 y 60 grados C con enfriemiento lÃ­quido Cooler master 360 Illusion."
531,0,0.854,0.146,0.7325,0.006082963,0.072910987,0.921006083,531,Sam B.,5,"It runs, and it runs hot",,"I would have opted for a slower/cheaper version if I'd known it ran this hot. But it works and will probably be fairly future-proof for a while. Most of what I do doesn't tax it at all, so it's cool and stable."
532,0,0.951,0.049,0.1406,0.008957294,0.078608565,0.912434101,532,Chains,5,Fast shipping and delivery,,"fast arrived, well package, safetly packaged, but , one thing i almost put 1 star the delivery person put the box on a heating radiator in my appartement entrance, but overall product is high quality"
533,0,1,0,0,0.114955701,0.627178073,0.257866174,533,StjÃ¤rna,5,Funciona como debe ð«¨,,Excelente
534,0.082,0.836,0.082,0,0.325493395,0.491116911,0.183389768,534,UltraNerd,5,Just destroys whatever I throw at it,,"Overlocking the crap out of this with liquid cooling. Rock solid - not a blue screen in site. Dedicate 8 cores to a VM with no appreciable decline in bare metal OS operation. Temps are higher with the same cooler as compared to 12700k (12700k running 30-40C under load, this jumps to the 50-60C area pretty quick."
535,0,0.633,0.367,0.4404,0.006532931,0.078368202,0.915098906,535,Great headphones for the price,5,Good deal,,Good deal and for the delivery
536,0.013,0.848,0.139,0.987,0.056302402,0.374860197,0.568837345,536,adam,5,Outstanding performance and utilities!,,"The highest package temps my CPU gets while running multiple applications is 85 degrees Celsius. And that's only for brief moments. Average 68 - 75 degrees while gaming with high graphics games with youtube running in the background. Maxes at the 253 rated watts for me, which really is fine. Average of about 100 watts and computer overall idles @ 65 watts, which is 25 watts less than my old i7 4th gen. No need to undervolt this CPU, even though you can, you'll just be giving yourself future headaches if you do. During the Cinebench stress test you get temps that max out at 98 - 100 degrees Celsius, but remember that's absolute max mode, 99% of users will never use this CPU for more than several minutes at. If Intel's Extreme Tuning Utility does not automatically download when installing, definitely get it from intels website and learn to use it. It is easy to use, and you won't regret it. I just use it for monitoring performance, but you can use it for easy optimize and under/overvolt with too, but I'd recommend doing any of that through your motherboard BIOS if you decide to. Most new BIOS's are easier and safer for that kind of stuff anyway. Do your research on which to use and how. Long story short if you want max performance to play around with just get a i9 processor, that's what those are made for, for everyone else there's this one!"
537,0,0.739,0.261,0.6478,0.001915706,0.022252705,0.975831568,537,Keith A. Clay,5,A great processor,,A very good midrange processor. I've use one for years and it has always worked well for me.
538,0.015,0.914,0.071,0.9297,0.01262973,0.228685766,0.758684456,538,Buyer,5,Stable System,,"I use this i7-13700K every day for about a year. I have Crucial RAM 64GB Kit (2x32GB) DDR5 4800MT/s CL40 Desktop Memory CT2K32G48C40U5 modules (4 of them), a Corsair RM1000x (2021) Fully Modular ATX Power Supply in a Phanteks Enthoo Pro Full Tower Chassis without Window Cases PH-ES614PC_BK in service for about one year as I write this review. For the most part, assembly was very easy. I do video editing, audio editing, streaming, wordprocessing, browsing and email with my setup. I use all of my SATA ports and even have a plug-in eSATA card for more ports. So most of my drive bays are filled. The cpu, dram and everything I have connected to my power supply and motherboard has been rock solid stable, and the case holds in all together. It just works exactly the way I want and have no anomalies. The power supply, motherboard and all components run cool in the case with an i7-13700K CPU, 128 GB of Crucial DDR5-4800 that is clocked at 5200 automatically set by the motherboard itself. My video card is a the very modest ASUS GeForce GT 1030 2GB GDDR5 HDMI DVI Graphics Card (GT1030-2G-CSM) because I transitioned my ancient setup from MBR to GPT and needed to be able to boot the old system in the new motherboard before updating the Windows 10 Pro config to GPT UEFI and still be able to boot legacy devices. Everything just worked like a Swiss Chronograph. I strongly recommend this cpu, dram, the power supply, the case, the ASUS ProArt Z790-Creator WiFi 6E LGA 1700, the Asus video card, and am also recommending the Crucial MX500 SATA drives I use. Is it all of this the fastest? I have no idea. Does it boot and work reliably everytime so far? Absolutely!"
539,0,0.916,0.084,0.3919,0.003960636,0.156077191,0.839962184,539,Chris Roen,5,The Best CPU Upgrade Ever,,I got this CPU to upgrade from my 11th gen i7-11700KF Processor. Temps are a slight bit toasty compared to my 11th gen CPU but pairs real well with my 4070 ti.
540,0,0.556,0.444,0.6115,0.00139276,0.015920369,0.982686818,540,Jeremy,5,Great processor,,Iâm very happy with this processor.
541,0.09,0.776,0.135,0.1921,0.010540366,0.09428557,0.895174026,541,Makora,5,CPU,,Just what I needed.  It is fast and it's not annoying. Used it for a small rig.
542,0.008,0.941,0.051,0.8975,0.027636802,0.172034949,0.800328195,542,Juniorverse,5,"Huge upgrade from Ryzen 5800X, cut my Visual Studio/Dotfuscator compile times significantly",,"Nice!  I upgraded from an AMD Ryzen 7 5800X to this CPU (and the components below) and I couldn't be happier.  Everything opens almost instantly, whether it be Windows 11's File Explorer, Edge browser and webpages, and opening files in general.  I upgraded primarily because I am a developer, and Visual Studio + Dotfuscator would take almost 8 minutes to compile and obfuscate my largest program on my old build.  After upgrading, it now compiles in about 4 mins 45 seconds.  The longest part is Dotfuscator, not Visual Studio compiling.  Compiling happens in seconds on this setup.My components:
MSI MPG Z790 Carbon WiFi Gaming Motherboard

Intel Core i7-13700K Desktop Processor
(this CPU)
CORSAIR VENGEANCE DDR5 RAM 64GB (2x32GB) 5600MHz

MSI MPG A1000G PCIE 5 & ATX 3.0 Gaming Power Supply - Full Modular - 80 Plus Gold Certified 1000W

Corsair MP700 2TB PCIe Gen5 x4 NVMe 2.0 M.2 SSD

Cooler Master Hyper 212 Halo White CPU Air Cooler

MSI Gaming GeForce RTX 3060 Ti Graphics Card
I don't game much, but there is a noticeable difference loading and playing Cities: Skylines after upgrading, too.I am very happy with the new PC.  Everything runs smoothly, I haven't had a single crash running the XMP Profile in BIOS for my RAM so it runs at full speeds.  This CPU blows the Ryzen 7 5800X out of the water.  Check out the UserBenchmark: AMD Ryzen 7 5800X vs Intel Core i7-13700K comparison on UserBenchmark's website for details, which is what I did before purchase.  It lives up to the benchmarks for me."
543,0,0.62,0.38,0.673,0.042013571,0.286638796,0.671347618,543,Duy Nguyen,5,Wonderful processor!,,Spend the money once and get a good processor you wont regret!
544,0.181,0.753,0.066,-0.685,0.212990955,0.326011896,0.460997134,544,Wolfgang Werner,5,As described,,"I was close to give them a bad review but then I found out USPS was the problem with my delivery.  If possible, find another shipping method to avoid delays.  Product exactly as described, much needed! Now I can finish building my pc. Thank you"
545,0.018,0.898,0.084,0.9261,0.032675244,0.208639711,0.758684993,545,Seth Magoon,5,Who needs an i9! This thing is amazing!,,"I built a new computer during the height of covid (Dummy, I know, right?) and decided on a i9-9900k. I'm a sysadmin by trade, so remoting in and fixing servers has never been an issue with that processor..but for gaming..Titles like Cyberpunk, Days Gone, to even WoW..there were areas that my 3080 was being bottlenecked by the 9900k.I coupled this CPU with a MSI EDGE z790 DDR4 (I have fantastic Samsung B-Die CL14 3600 DDR4 from the previous build). So far, in Cyberpunk I'm seeing 25-30 more FPS on 1440p Ultra settings w/ Raytraycing on High. WoW is getting 50+ more FPS, and I'm getting over 100 FPS in Valdrakken, where I was getting 45-50 FPS with the 9900k with the same settings as cyberpunk (1440p ultra (10 graphics settings).I'm using the Corsair iCUE H100i Elite LCD 240mm AIO, with Thermal Grizzly Kryonaut Extreme thermal paste to cool this bad boy, and even at prolonged sessions in Cyberpunk, my temps are not getting above 65c. And no, I have not done the Contact Plate mod.TL;DR - This CPU is blazing fast, and if your current processor is a few years old it may very well be worth the upgrade. I don't claim to be Steve from Gamers Nexus, or a pro CPU tester - but I can tell you that this thing is amazing, and will serve you well for years to come."
546,0.228,0.473,0.299,0.1275,0.006886974,0.109251395,0.883861661,546,Todd Warren,5,Nice,,without a doubt good CPU stays cool over clocked at 35 c runs good worth the money.
547,0,1,0,0,0.100352399,0.748344421,0.151303113,547,jose cristobal,5,excelente procesador,,"Despacho rÃ¡pido, el producto lleno todas las expectativas, Es un procesador muy rÃ¡pido, en mi caso lo uso para el diseÃ±o grafico, en pocas palabras es espectacular...!"
548,0,0.872,0.128,0.7874,0.00816948,0.050070755,0.941759706,548,Matthew Humphrey,5,Powerful / cost effective CPU,,"Paired with my 3060ti founders edition, I have yet to run a game that seems like this combo couldnât handle. Apart from gaming it can handle multiple instances of tasks and run them all seamlessly. This is the most powerful CPU Iâve had but it still impresses me how fast everything is and I have not seen its limits yet."
549,0.016,0.836,0.148,0.9496,0.00495453,0.072597697,0.922447741,549,Joel,5,Feel the power,,"I had a 6 year old Acer TC-780 desk top with an i7-7700 cpu. Due to not able to upgrade to windows 11 and microsoft scheduled to stop supporting windows 10 October 2024.  I gave myself a year to shop for a new PC Knowing Black Friday/Cyber Monday have the best prices and deals.  I like the Gaming RGB astatic and after months of researching online I decided I was going to Build my next PC.  Black Friday came early this year Thanks to Prime Day, and  MSI Mag Z790 Tomahawk MB,  and V- color DDR5 Oc 7200mhz 32g RAM, and MSI RTX4070 GPU And the Intel i7-13700K  all powered from a Gamemax 1050W PSU,  I have a Brand new POWERFUL Gaming PC That will serve me well in the years to come."
550,0.022,0.843,0.135,0.9647,0.017630141,0.178423673,0.803946197,550,Paul Luu,5,Fantastic Performance/Value Workstation CPU,,"The i7-13700K has i7-12900K performance at an i7 range price range. Please note I used an older Z690 EVGA Classified Board. I was required to flash because older boards cannot support the new CPU yet. I suggest people who used a 12th gen chipset and were looking to upgrade follow their respective motherboardâs vendor manual. The installation was incredibly easy, and I booted the BIOS after the BIOS update without any problem. I had hit 5 GHz on the CPU without overclocking. It also supported 6000 MHz DDR5 RAM without any issues after enabling XMP. The reasonable pricing for Z690 or Z790 boards makes the i7-13700K a good combo compared to AMDâs expensive Ryzen 7000 CPUs and motherboard costs. For people who are still on older generations, the vast E cores and P cores offered by Intelâs 13th gen make it worth it to accomplish CPU-intensive tasks like Handbrake or Adobe Premiere. This CPU runs cool with a 360 mm AIO and a high airflow case (around 30-36 C idle temperature for me). I also like to note the CPU fits only fits one way and the CPU lever has a bit of tension, so donât be afraid when installing your CPU."
