Name,Stars,Title,Date,Description
Amazon Customer,1,"It's junk, don't buy this. It won't boot up my PC!",N/A,Not even worth throwing away money to buy. Stay away from this!
Amazon Customer,1,It's AMAZING!  Except everytime it crashes.,N/A,"The processor, this model of processor, was built with flaws.  To make it function without receiving ""OUT OF VIDEO MEMORY ERRORS"", which makes no sense.  I had high hopes for this processor.  I am terribly disappointed.  I am going to RMA this hunk of metal."
Anthony James Todorov,1,"Useless, throttles with a 1500 custom water cooling loop",N/A,"I'm running 2x 420mm by 60mm radiators with a 4000rpm d5 pump and a high end waterblock and it idles at 55c. Throttles within 30 seconds of running cinebench. I'm so upset that I decided to go intel instead of amd. Literally sunk well over $2000 on aio's and fans and eventually a new case and custom loop just to get NORMAL TEMPERATURES and not throttle nonstop.. and there's been no improvement at all. I've reseated it probably a hundred times by now trying every thermal paste there is, with every method of application. It's not fair that I've had to invest thousands into Intel to be left with a useless machine. Do not buy this chip or anything from Intel."
Ethan Bruning,1,"product is probably good, but the seller is garbage.",N/A,Product will not boot and overheats
Mas,1,Check to make sure your board is compatible!,N/A,"This is my experience, I doubt that this is actually a problem with the processor itself, and more compatibility issue of the motherboard that I put it on, but I expected because it ran on 400 and 500 series motherboards that that meant that since mine is a 400 that it would run on it, I was wrong, the PC would not post when I put this processor on, I tried exchanging for another, and it did the same thing PC would not boot at all, it would go into a turn on then off then on then off then on then off then on then off cycle where nothing would actually show up on the monitor just my case fans would light up and then turn off and then light up and then turn off. So I don't know if the problem is with the processor or if I have a board compatibility issue, but I think I should not have had a board compatibility issue, and I have a 900 W power supply so there's no reason why there wasn't enough power to boot, I also used a liquid cooler so it should have had zero heat problems. I put a 12,900K on my motherboard from a 12700 KF which is what came with the computer, and the 12900K boots just fine. I am running a Lenovo legion t5 Gen 7. Should be compatible I don't see why it wouldn't be, but I have yet to try any other 13th generation processors to find out."
Thomas Lepschies,1,Keine CPU drin,N/A,"Erstmal muss ich sagen das die Lieferung echt fix ging, Termin war für die darauffolgende Woche Mittwoch angedacht, aber das Päckchen kam schon Freitag. Ich dachte mir nur, geil alle Teile zusammen und es kann ans zusammenbauen gehen. Also fing ich an das Mainboard auszupacken , alles schön zurecht gelegt und wollte dann die CPU auspacken, wunderte mich das die Verpackung schon auf war, 🤔 dachte ich, aber egal, weiter geht's. Ich machte die Verpackung wo jetzt die CPU drin sein sollte auf und sah einen Hauch von Nichts 😳 toll, dachte ich, 630€ weg. Denke mal das sich da jemand im Amazon Lager wie im Selbstbedienungsladen gefühlt hat. Gleich Amazon angerufen und keine 10 min später kam die Mail das der Betrag erstattet wird. Alles sehr komisch und ärgerlich,  aber am Ende doch für micht noch gut ausgegangen . Hab jetzt nochmal bei einem anderen Anbieter bestellt und hoffe das es da nicht wieder eine böse Überraschung gibt."
Mohammad Attaran,1,Disappointed with the customer service,N/A,After 3 months it appeared that my processor is faulty. I discussed the issue with Intel support and they happily agreed to replace it with a new one. But I still had to discuss this with the reseller. They have a very bad support and hardly answer my messages time to time with short sentences.
Maria Kwan,1,Faulty product,N/A,Don’t buy from this seller.  This company sells faulty products.  The courier charge to return the faulty product to USA is very expensive!!
sergio,1,Imballaggio i9 13900k,N/A,The media could not be loaded.
Erik Gerlitz,1,Will be dead on arrival or degrade over months,N/A,"My first review ever. Intel has finally acknowledged this issue, search ""Regarding Reports of 13th/14th Gen Unlocked Desktop Users Experiencing Stability Issues"" on google.For me, worked great for about a month, then slowly started experiencing stability issues. Games would crash and get an occasional blue screen. After about 6 months, there were noticeable stability issues, with many games unable to boot past main menu, causing blue screen on launch, or experiencing frequent crashes. Friends in separate friend groups would always comment on my computer issues, showing bugs and crashes that have no apparent causes.After a year, my PC can only run super smash brothers melee with stability and even chrome tabs are crashing now. Discord has to be run on chrome because the app crashes every 10 seconds, I can't play any games. I had dedicated tens of hours into investigating only to realize it's been the CPU all along. I also had to upgrade my motherboard to accommodate this CPU and now I have to investigate if this CPU has caused irreparable damage to the motherboard. I expect Intel will be facing heavy financial losses due to influx of warranties as the issues become more and more public.Please look up ""Intel 13th and 14th Gen stability"" for more info, or ""Intel Raptor Lake stability"" on Google for further cases. Unacceptable for a company worth over $100B to push out a product like this."
Client d'Amazon,1,Tres decu de ce produit,N/A,i9 13900k tested on  Asus strix z790-e gamig + Windows 11 pro and all drivers and firmware upgraded to latest revisionA mon avis ce produit n’est malheureusement pas tester car tellement de jeux ne fonctionne plus avec c processeur moi qui suis fidèle a Intel je suis franchement dégoûté par ce produit. Personne ne semble sans soucier cher intel je vois plein de personne avec le meme problème sans aucune solution avec les problems de jeux et directx12 qui crash sans arrêt ou simplement crash au démarrage.Aucune solution n’as été présente au public le peu de considération de cette compagnie me sidère.Sa fais plus de 30 ans que je suis fidèle a Intel mais vous pouvez deja imaginer quel sera mon prochain processeur et ce ne sera certainement pas un Intel je suis vraiment dégoûté par le prix payer et son inefficacité a jouer mes jeux qui eux roule 100% sur une clone de ce pc avec i7 10700k. Asus Z490 primeNON ce produit n’est pas recommandé par ma famille et non plus la gen12 tester par mon fils avec les conflit sont similaire.
Manuel Zendejas,1,No llegó venía dentro de la caja del producto,N/A,"worst delivary The box came with a seal, but it turned out to be fake, my mistake by not opening the box when it arrived, the period of 30 days passed and I already lost that money. Just be careful "
Zev,1,Worst warrenty support i have ever delt with or it doesnt support windows 10 or 11.,N/A,"It worked fine for 6 months, then i start running into Error Code 0xC0000005 with lots of various applications in Windows 11.  I figure it was after an update and they turned on some security thing, and I dissabled all the security stuff and still running into issues.  I reset the OS, still issues, I do a fresh clean install, still issues.  I try replacing the memory, still issues.  I try installing win 11 with a different boot installer, still issues.  I try windows 10.... still issues.  I try reinstalling it 2 more times, still the same issue.I decide to go to Micro Center to have them diagnose the issue, while i am there, their windows 10 install crashes with the same error code.  They take it in, and in 2 days message me saying its the CPU.  They tried the CPU in a different motherboard and the issue still shows up.  So, i go and pick up the machine.I try to file a warrenty claim with Intel, but their login system was broken for a week, so I had to chat with a support person.  We spend 1 hour typing about the issue.  I send him screenshots of the CPU itself, the text from Microcenter, the recepit from Amazon, screenshot of the Bios showing all my hardware information, a screenshot of the recepit from microcenter, a screenshot of the error code.I wait a week or so, i can finally log into Intel website, and i dont see a support ticket.  I open up chat again,  i tell them my ticket and they tell me that it wasnt assigned to an email address.  They assign it and forward the support response to me.And the response says, they cant contact Microcenter to confirm it.  And that its not a CPU issue anyways because that code is due to an OS issue.An OS issue.  I ask them to reiterate their point, because if its an OS issue, that means they dont believe me and Microcenter.  I also pointed out again that i have installed Windows 10 and 11 at least 5 times.... and they respond with, i need documentation from Microcenter.  So, they dont believe me and they believe this is an OS issue still.It has been 11 days and they wont move forward unless I send the documentation from Micro Center now.Works great, but hope you never have to file a warrenty claim because its going to take at least a month and thats if your lucky."
T. S.,1,Do you feel lucky?,N/A,"This I9 chip is very likely guilty of destroying 2 ASUS ROG Maximus Hero Z790 motherboards.  The first motherboard was ordered from Amazon with this chip.  The second was a replacement sent by ASUS for a relatively small fee compared to the cost of the first.  Picture number 1 is the offending chip.  Picture number 2 is the socket of the first motherboard after it destroyed it (picture taken by ASUS service).  Picture number 3 is the socket of the replacement motherboard ASUS sold me cheap AFTER this I9 destroyed it (wife's picture).  Since it arrive 15 Sept, Amazon says they can't help me.  Intel is thinkimng about what they are going to do.  Bottom line:  I'm out $900 for motherboards and Amazon and ASUS have declined to help any more.  We'll see what Intel does.  I've spent ~15 hours dealing with this: setting up and taking apart a computer that still doesn't work (no motherboard and a MB killer CPU), and support calls.  Moral of my story: Unless you feel lucky, DO NOT buy a motherboard and CPU and count on them working together.  Rather, just pay some integrator to sell you a motherboard, CPU, and memory that have been tested to work together."
